PL;CODE_DEP;NOM_COM;CODE_COM;SECTION;NUMERO;DALLE;BOIS_%;NATURE_%;AUTRE_%;DOMINANTE;PROBA_DOMINANTE;SURF_TOTALE_M2
11429BB0369;11;Villemoustaussou;429;BB;0369;2;0.0;0.0;100.0;AUTRE;0;116.5
11429BB0405;11;Villemoustaussou;429;BB;0405;2;0.0;0.0;100.0;AUTRE;0;6.2
11429BB0409;11;Villemoustaussou;429;BB;0409;2;0.0;0.0;100.0;AUTRE;0;181.1
11429BB0296;11;Villemoustaussou;429;BB;0296;2;0.0;0.0;100.0;AUTRE;0;1031.6
11429BB0177;11;Villemoustaussou;429;BB;0177;2;0.0;0.0;100.0;AUTRE;0;2253.6
11429BB0407;11;Villemoustaussou;429;BB;0407;2;0.0;0.0;100.0;AUTRE;0;4.2
11429BB0322;11;Villemoustaussou;429;BB;0322;2;0.0;0.0;100.0;AUTRE;0;612.6
11429BB0410;11;Villemoustaussou;429;BB;0410;2;0.0;0.0;100.0;AUTRE;0;119.0
11429BB0323;11;Villemoustaussou;429;BB;0323;2;0.0;0.0;100.0;AUTRE;0;77.1
11429BB0259;11;Villemoustaussou;429;BB;0259;2;0.0;0.0;100.0;AUTRE;0;2587.4
11429BB0257;11;Villemoustaussou;429;BB;0257;2;0.0;0.0;100.0;AUTRE;0;1430.2
11429BB0258;11;Villemoustaussou;429;BB;0258;2;0.0;0.0;100.0;AUTRE;0;1394.7
11429BB0446;11;Villemoustaussou;429;BB;0446;2;0.0;0.0;100.0;AUTRE;0;22.7
11429BB0448;11;Villemoustaussou;429;BB;0448;2;0.0;0.0;100.0;AUTRE;0;1087.9
11429BB0447;11;Villemoustaussou;429;BB;0447;2;0.0;0.0;100.0;AUTRE;0;4.5
11429BB0150;11;Villemoustaussou;429;BB;0150;2;0.0;0.0;100.0;AUTRE;0;1318.6
11429BB0452;11;Villemoustaussou;429;BB;0452;2;0.0;0.0;100.0;AUTRE;0;1321.2
11429BB0454;11;Villemoustaussou;429;BB;0454;2;0.0;0.0;100.0;AUTRE;0;791.5
11429BB0175;11;Villemoustaussou;429;BB;0175;2;0.0;0.0;100.0;AUTRE;0;544.8
11429BB0165;11;Villemoustaussou;429;BB;0165;2;0.0;0.0;100.0;AUTRE;0;2229.8
11429BB0166;11;Villemoustaussou;429;BB;0166;2;0.0;0.0;100.0;AUTRE;0;1401.9
11429BB0170;11;Villemoustaussou;429;BB;0170;2;0.0;0.0;100.0;AUTRE;0;1680.7
11429BB0167;11;Villemoustaussou;429;BB;0167;2;0.0;0.0;100.0;AUTRE;0;1351.4
11429BB0254;11;Villemoustaussou;429;BB;0254;2;0.0;0.0;100.0;AUTRE;0;1267.9
11429BB0253;11;Villemoustaussou;429;BB;0253;2;0.0;0.0;100.0;AUTRE;0;1324.0
11429BB0169;11;Villemoustaussou;429;BB;0169;2;0.0;0.0;100.0;AUTRE;0;949.1
11429BB0168;11;Villemoustaussou;429;BB;0168;2;0.0;0.0;100.0;AUTRE;0;2314.6
11429BB0443;11;Villemoustaussou;429;BB;0443;2;0.0;0.0;100.0;AUTRE;0;1187.7
11429BB0155;11;Villemoustaussou;429;BB;0155;2;0.0;0.0;100.0;AUTRE;0;952.7
11429BB0444;11;Villemoustaussou;429;BB;0444;2;0.0;0.0;100.0;AUTRE;0;28.2
11429BB0157;11;Villemoustaussou;429;BB;0157;2;0.0;0.0;100.0;AUTRE;0;1405.4
11429BB0154;11;Villemoustaussou;429;BB;0154;2;0.0;0.0;100.0;AUTRE;0;2325.1
11429BB0445;11;Villemoustaussou;429;BB;0445;2;0.0;0.0;100.0;AUTRE;0;1.7
11429BB0451;11;Villemoustaussou;429;BB;0451;2;0.0;0.0;100.0;AUTRE;0;10.1
11429BB0450;11;Villemoustaussou;429;BB;0450;2;0.0;0.0;100.0;AUTRE;0;284.5
11429BB0449;11;Villemoustaussou;429;BB;0449;2;0.0;0.0;100.0;AUTRE;0;373.1
11429BB0453;11;Villemoustaussou;429;BB;0453;2;0.0;0.0;100.0;AUTRE;0;290.6
11429BB0156;11;Villemoustaussou;429;BB;0156;2;0.0;0.0;100.0;AUTRE;0;1480.5
11429BB0432;11;Villemoustaussou;429;BB;0432;2;0.0;0.0;100.0;AUTRE;0;7046.7
11429BB0431;11;Villemoustaussou;429;BB;0431;2;0.0;0.0;100.0;AUTRE;0;814.6
11429BB0417;11;Villemoustaussou;429;BB;0417;2;0.0;0.0;100.0;AUTRE;0;921.6
11429BB0260;11;Villemoustaussou;429;BB;0260;2;0.0;0.0;100.0;AUTRE;0;1123.1
11429BB0418;11;Villemoustaussou;429;BB;0418;2;0.0;0.0;100.0;AUTRE;0;930.6
11429BB0069;11;Villemoustaussou;429;BB;0069;2;0.0;0.0;100.0;AUTRE;0;396.0
11429BB0074;11;Villemoustaussou;429;BB;0074;2;0.0;0.0;100.0;AUTRE;0;350.9
11429BB0068;11;Villemoustaussou;429;BB;0068;2;0.0;0.0;100.0;AUTRE;0;395.9
11429BB0066;11;Villemoustaussou;429;BB;0066;2;0.0;0.0;100.0;AUTRE;0;334.4
11429BB0378;11;Villemoustaussou;429;BB;0378;2;0.0;0.0;100.0;AUTRE;0;3081.3
11429BB0063;11;Villemoustaussou;429;BB;0063;2;0.0;0.0;100.0;AUTRE;0;274.0
11429BB0064;11;Villemoustaussou;429;BB;0064;2;0.0;0.0;100.0;AUTRE;0;294.0
11429AV0265;11;Villemoustaussou;429;AV;0265;2;0.0;0.0;100.0;AUTRE;0;2368.1
11429AV0355;11;Villemoustaussou;429;AV;0355;2;0.0;0.0;100.0;AUTRE;0;1096.1
11429AV0396;11;Villemoustaussou;429;AV;0396;2;0.0;0.0;100.0;AUTRE;0;87.4
11429AV0397;11;Villemoustaussou;429;AV;0397;2;0.0;0.0;100.0;AUTRE;0;88.3
11429AV0354;11;Villemoustaussou;429;AV;0354;2;0.0;0.0;100.0;AUTRE;0;22.1
11429AV0269;11;Villemoustaussou;429;AV;0269;2;0.0;0.0;100.0;AUTRE;0;54.6
11429AV0353;11;Villemoustaussou;429;AV;0353;2;0.0;0.0;100.0;AUTRE;0;681.0
11429AV0267;11;Villemoustaussou;429;AV;0267;2;0.0;0.0;100.0;AUTRE;0;129.8
11429AV0272;11;Villemoustaussou;429;AV;0272;2;0.0;0.0;100.0;AUTRE;0;90.9
11429AV0266;11;Villemoustaussou;429;AV;0266;2;0.0;0.0;100.0;AUTRE;0;299.1
11429AV0270;11;Villemoustaussou;429;AV;0270;2;0.0;0.0;100.0;AUTRE;0;66.8
11429AV0346;11;Villemoustaussou;429;AV;0346;2;0.0;0.0;100.0;AUTRE;0;208.1
11429AV0347;11;Villemoustaussou;429;AV;0347;2;0.0;0.0;100.0;AUTRE;0;52.1
11429AV0400;11;Villemoustaussou;429;AV;0400;2;0.0;0.0;100.0;AUTRE;0;30.7
11429BB0065;11;Villemoustaussou;429;BB;0065;2;0.0;0.0;100.0;AUTRE;0;477.1
11429AV0262;11;Villemoustaussou;429;AV;0262;2;0.0;0.0;100.0;AUTRE;0;67.3
11429AV0263;11;Villemoustaussou;429;AV;0263;2;0.0;0.0;100.0;AUTRE;0;62.7
11429AV0401;11;Villemoustaussou;429;AV;0401;2;0.0;0.0;100.0;AUTRE;0;103.0
11429AV0350;11;Villemoustaussou;429;AV;0350;2;0.0;0.0;100.0;AUTRE;0;86.9
11429AV0351;11;Villemoustaussou;429;AV;0351;2;0.0;0.0;100.0;AUTRE;0;157.0
11429AV0352;11;Villemoustaussou;429;AV;0352;2;0.0;0.0;100.0;AUTRE;0;109.2
11429AW0060;11;Villemoustaussou;429;AW;0060;2;0.0;0.0;100.0;AUTRE;0;1629.2
11429AV0349;11;Villemoustaussou;429;AV;0349;2;0.0;0.0;100.0;AUTRE;0;27.7
11429AV0321;11;Villemoustaussou;429;AV;0321;2;0.0;0.0;100.0;AUTRE;0;56.7
11429AV0328;11;Villemoustaussou;429;AV;0328;2;0.0;0.0;100.0;AUTRE;0;219.2
11429AW0062;11;Villemoustaussou;429;AW;0062;2;0.0;0.0;100.0;AUTRE;0;314.1
11429AV0329;11;Villemoustaussou;429;AV;0329;2;0.0;0.0;100.0;AUTRE;0;62.2
11429AW0119;11;Villemoustaussou;429;AW;0119;2;0.0;0.0;100.0;AUTRE;0;85.3
11429AV0330;11;Villemoustaussou;429;AV;0330;2;0.0;0.0;100.0;AUTRE;0;62.4
11429AW0118;11;Villemoustaussou;429;AW;0118;2;0.0;0.0;100.0;AUTRE;0;54.5
11429AV0331;11;Villemoustaussou;429;AV;0331;2;0.0;0.0;100.0;AUTRE;0;31.1
11429AW0121;11;Villemoustaussou;429;AW;0121;2;0.0;0.0;100.0;AUTRE;0;232.1
11429AV0332;11;Villemoustaussou;429;AV;0332;2;0.0;0.0;100.0;AUTRE;0;36.1
11429AW0063;11;Villemoustaussou;429;AW;0063;2;0.0;0.0;100.0;AUTRE;0;268.2
11429AV0333;11;Villemoustaussou;429;AV;0333;2;0.0;0.0;100.0;AUTRE;0;119.6
11429AW0061;11;Villemoustaussou;429;AW;0061;2;0.0;0.0;100.0;AUTRE;0;8.7
11429AW0122;11;Villemoustaussou;429;AW;0122;2;0.0;0.0;100.0;AUTRE;0;1.0
11429AV0345;11;Villemoustaussou;429;AV;0345;2;0.0;0.0;100.0;AUTRE;0;72.7
11429AV0339;11;Villemoustaussou;429;AV;0339;2;0.0;0.0;100.0;AUTRE;0;81.7
11429AV0334;11;Villemoustaussou;429;AV;0334;2;0.0;0.0;100.0;AUTRE;0;167.2
11429AW0065;11;Villemoustaussou;429;AW;0065;2;0.0;0.0;100.0;AUTRE;0;44.7
11429AV0337;11;Villemoustaussou;429;AV;0337;2;0.0;0.0;100.0;AUTRE;0;43.6
11429AV0336;11;Villemoustaussou;429;AV;0336;2;0.0;0.0;100.0;AUTRE;0;137.4
11429AV0344;11;Villemoustaussou;429;AV;0344;2;0.0;0.0;100.0;AUTRE;0;68.4
11429AV0338;11;Villemoustaussou;429;AV;0338;2;0.0;0.0;100.0;AUTRE;0;83.4
11429AV0343;11;Villemoustaussou;429;AV;0343;2;0.0;0.0;100.0;AUTRE;0;65.9
11429AV0335;11;Villemoustaussou;429;AV;0335;2;0.0;0.0;100.0;AUTRE;0;105.8
11429AV0342;11;Villemoustaussou;429;AV;0342;2;0.0;0.0;100.0;AUTRE;0;76.2
11429AW0120;11;Villemoustaussou;429;AW;0120;2;0.0;0.0;100.0;AUTRE;0;566.8
11429AW0067;11;Villemoustaussou;429;AW;0067;2;0.0;0.0;100.0;AUTRE;0;239.3
11429AW0068;11;Villemoustaussou;429;AW;0068;2;0.0;0.0;100.0;AUTRE;0;8.5
11429AW0069;11;Villemoustaussou;429;AW;0069;2;0.0;0.0;100.0;AUTRE;0;213.6
11429AW0143;11;Villemoustaussou;429;AW;0143;2;0.0;0.0;100.0;AUTRE;0;31.3
11429AW0144;11;Villemoustaussou;429;AW;0144;2;0.0;0.0;100.0;AUTRE;0;326.2
11429AW0037;11;Villemoustaussou;429;AW;0037;2;0.0;0.0;100.0;AUTRE;0;656.1
11429AW0113;11;Villemoustaussou;429;AW;0113;2;0.0;0.0;100.0;AUTRE;0;306.7
11429AW0112;11;Villemoustaussou;429;AW;0112;2;0.0;0.0;100.0;AUTRE;0;274.6
11429AW0016;11;Villemoustaussou;429;AW;0016;2;0.0;0.0;100.0;AUTRE;0;563.7
11429AW0038;11;Villemoustaussou;429;AW;0038;2;0.0;0.0;100.0;AUTRE;0;114.3
11429AW0017;11;Villemoustaussou;429;AW;0017;2;0.0;0.0;100.0;AUTRE;0;301.9
11429AW0034;11;Villemoustaussou;429;AW;0034;2;0.0;0.0;100.0;AUTRE;0;340.9
11429AW0027;11;Villemoustaussou;429;AW;0027;2;0.0;0.0;100.0;AUTRE;0;724.9
11429AW0036;11;Villemoustaussou;429;AW;0036;2;0.0;0.0;100.0;AUTRE;0;99.2
11429AW0018;11;Villemoustaussou;429;AW;0018;2;0.0;0.0;100.0;AUTRE;0;327.6
11429AW0014;11;Villemoustaussou;429;AW;0014;2;0.0;0.0;100.0;AUTRE;0;1218.6
11429AW0035;11;Villemoustaussou;429;AW;0035;2;0.0;0.0;100.0;AUTRE;0;218.0
11429AW0019;11;Villemoustaussou;429;AW;0019;2;0.0;0.0;100.0;AUTRE;0;236.8
11429AW0020;11;Villemoustaussou;429;AW;0020;2;0.0;0.0;100.0;AUTRE;0;221.4
11429AW0033;11;Villemoustaussou;429;AW;0033;2;0.0;0.0;100.0;AUTRE;0;394.7
11429AW0026;11;Villemoustaussou;429;AW;0026;2;0.0;0.0;100.0;AUTRE;0;162.4
11429AW0032;11;Villemoustaussou;429;AW;0032;2;0.0;0.0;100.0;AUTRE;0;158.9
11429AW0073;11;Villemoustaussou;429;AW;0073;2;0.0;0.0;100.0;AUTRE;0;63.3
11429AW0142;11;Villemoustaussou;429;AW;0142;2;0.0;0.0;100.0;AUTRE;0;97.3
11429AW0075;11;Villemoustaussou;429;AW;0075;2;0.0;0.0;100.0;AUTRE;0;70.7
11429AW0076;11;Villemoustaussou;429;AW;0076;2;0.0;0.0;100.0;AUTRE;0;76.3
11429AW0141;11;Villemoustaussou;429;AW;0141;2;0.0;0.0;100.0;AUTRE;0;6.0
11429AW0137;11;Villemoustaussou;429;AW;0137;2;0.0;0.0;100.0;AUTRE;0;12.5
11429AW0138;11;Villemoustaussou;429;AW;0138;2;0.0;0.0;100.0;AUTRE;0;32.3
11429AW0125;11;Villemoustaussou;429;AW;0125;2;0.0;0.0;100.0;AUTRE;0;22.2
11429AW0072;11;Villemoustaussou;429;AW;0072;2;0.0;0.0;100.0;AUTRE;0;100.5
11429AW0011;11;Villemoustaussou;429;AW;0011;2;0.0;0.0;100.0;AUTRE;0;87.7
11429AW0013;11;Villemoustaussou;429;AW;0013;2;0.0;0.0;100.0;AUTRE;0;88.6
11429AW0012;11;Villemoustaussou;429;AW;0012;2;0.0;0.0;100.0;AUTRE;0;90.9
11429AW0140;11;Villemoustaussou;429;AW;0140;2;0.0;0.0;100.0;AUTRE;0;297.4
11429AW0139;11;Villemoustaussou;429;AW;0139;2;0.0;0.0;100.0;AUTRE;0;33.4
11429AW0071;11;Villemoustaussou;429;AW;0071;2;0.0;0.0;100.0;AUTRE;0;253.7
11429AV0010;11;Villemoustaussou;429;AV;0010;2;0.0;0.0;100.0;AUTRE;0;491.8
11429AV0001;11;Villemoustaussou;429;AV;0001;2;0.0;0.0;100.0;AUTRE;0;56.8
11429AV0002;11;Villemoustaussou;429;AV;0002;2;0.0;0.0;100.0;AUTRE;0;83.3
11429AV0003;11;Villemoustaussou;429;AV;0003;2;0.0;0.0;100.0;AUTRE;0;162.6
11429AV0009;11;Villemoustaussou;429;AV;0009;2;0.0;0.0;100.0;AUTRE;0;36.3
11429AV0008;11;Villemoustaussou;429;AV;0008;2;0.0;0.0;100.0;AUTRE;0;37.1
11429AV0004;11;Villemoustaussou;429;AV;0004;2;0.0;0.0;100.0;AUTRE;0;76.7
11429AW0155;11;Villemoustaussou;429;AW;0155;2;0.0;0.0;100.0;AUTRE;0;235.3
11429AW0154;11;Villemoustaussou;429;AW;0154;2;0.0;0.0;100.0;AUTRE;0;2007.4
11429AV0005;11;Villemoustaussou;429;AV;0005;2;0.0;0.0;100.0;AUTRE;0;50.6
11429AW0148;11;Villemoustaussou;429;AW;0148;2;0.0;0.0;100.0;AUTRE;0;321.8
11429AV0007;11;Villemoustaussou;429;AV;0007;2;0.0;0.0;100.0;AUTRE;0;28.2
11429AV0006;11;Villemoustaussou;429;AV;0006;2;0.0;0.0;100.0;AUTRE;0;44.2
11429AW0146;11;Villemoustaussou;429;AW;0146;2;0.0;0.0;100.0;AUTRE;0;880.3
11429AW0153;11;Villemoustaussou;429;AW;0153;2;0.0;0.0;100.0;AUTRE;0;9.3
11429AW0145;11;Villemoustaussou;429;AW;0145;2;0.0;0.0;100.0;AUTRE;0;1479.7
11429AW0130;11;Villemoustaussou;429;AW;0130;2;0.0;0.0;100.0;AUTRE;0;107.3
11429AW0042;11;Villemoustaussou;429;AW;0042;2;0.0;0.0;100.0;AUTRE;0;57.3
11429AW0043;11;Villemoustaussou;429;AW;0043;2;0.0;0.0;100.0;AUTRE;0;510.9
11429AW0050;11;Villemoustaussou;429;AW;0050;2;0.0;0.0;100.0;AUTRE;0;1156.9
11429AW0045;11;Villemoustaussou;429;AW;0045;2;0.0;0.0;100.0;AUTRE;0;61.5
11429AW0047;11;Villemoustaussou;429;AW;0047;2;0.0;0.0;100.0;AUTRE;0;130.2
11429AW0048;11;Villemoustaussou;429;AW;0048;2;0.0;0.0;100.0;AUTRE;0;206.9
11429AW0046;11;Villemoustaussou;429;AW;0046;2;0.0;0.0;100.0;AUTRE;0;162.5
11429AW0049;11;Villemoustaussou;429;AW;0049;2;0.0;0.0;100.0;AUTRE;0;129.4
11429AW0044;11;Villemoustaussou;429;AW;0044;2;0.0;0.0;100.0;AUTRE;0;81.8
11429AW0150;11;Villemoustaussou;429;AW;0150;2;0.0;0.0;100.0;AUTRE;0;259.0
11429AV0221;11;Villemoustaussou;429;AV;0221;2;0.0;0.0;100.0;AUTRE;0;39.3
11429AV0222;11;Villemoustaussou;429;AV;0222;2;0.0;0.0;100.0;AUTRE;0;50.8
11429AV0395;11;Villemoustaussou;429;AV;0395;2;0.0;0.0;100.0;AUTRE;0;63.7
11429AV0250;11;Villemoustaussou;429;AV;0250;2;0.0;0.0;100.0;AUTRE;0;39.3
11429AV0274;11;Villemoustaussou;429;AV;0274;2;0.0;0.0;100.0;AUTRE;0;54.0
11429AV0252;11;Villemoustaussou;429;AV;0252;2;0.0;0.0;100.0;AUTRE;0;26.9
11429AV0251;11;Villemoustaussou;429;AV;0251;2;0.0;0.0;100.0;AUTRE;0;24.8
11429AV0356;11;Villemoustaussou;429;AV;0356;2;0.0;0.0;100.0;AUTRE;0;77.0
11429AV0268;11;Villemoustaussou;429;AV;0268;2;0.0;0.0;100.0;AUTRE;0;35.6
11429AV0276;11;Villemoustaussou;429;AV;0276;2;0.0;0.0;100.0;AUTRE;0;154.8
11429AV0275;11;Villemoustaussou;429;AV;0275;2;0.0;0.0;100.0;AUTRE;0;53.2
11429AV0318;11;Villemoustaussou;429;AV;0318;2;0.0;0.0;100.0;AUTRE;0;56.1
11429AV0317;11;Villemoustaussou;429;AV;0317;2;0.0;0.0;100.0;AUTRE;0;89.2
11429AV0278;11;Villemoustaussou;429;AV;0278;2;0.0;0.0;100.0;AUTRE;0;32.2
11429AV0316;11;Villemoustaussou;429;AV;0316;2;0.0;0.0;100.0;AUTRE;0;129.3
11429AV0322;11;Villemoustaussou;429;AV;0322;2;0.0;0.0;100.0;AUTRE;0;37.2
11429AV0282;11;Villemoustaussou;429;AV;0282;2;0.0;0.0;100.0;AUTRE;0;47.8
11429AV0325;11;Villemoustaussou;429;AV;0325;2;0.0;0.0;100.0;AUTRE;0;136.7
11429AV0314;11;Villemoustaussou;429;AV;0314;2;0.0;0.0;100.0;AUTRE;0;32.3
11429AV0324;11;Villemoustaussou;429;AV;0324;2;0.0;0.0;100.0;AUTRE;0;51.4
11429AV0284;11;Villemoustaussou;429;AV;0284;2;0.0;0.0;100.0;AUTRE;0;69.7
11429AV0326;11;Villemoustaussou;429;AV;0326;2;0.0;0.0;100.0;AUTRE;0;64.4
11429AV0313;11;Villemoustaussou;429;AV;0313;2;0.0;0.0;100.0;AUTRE;0;54.4
11429AV0283;11;Villemoustaussou;429;AV;0283;2;0.0;0.0;100.0;AUTRE;0;35.4
11429AV0327;11;Villemoustaussou;429;AV;0327;2;0.0;0.0;100.0;AUTRE;0;56.1
11429AV0271;11;Villemoustaussou;429;AV;0271;2;0.0;0.0;100.0;AUTRE;0;47.1
11429AV0320;11;Villemoustaussou;429;AV;0320;2;0.0;0.0;100.0;AUTRE;0;50.3
11429AV0319;11;Villemoustaussou;429;AV;0319;2;0.0;0.0;100.0;AUTRE;0;47.8
11429AV0315;11;Villemoustaussou;429;AV;0315;2;0.0;0.0;100.0;AUTRE;0;24.8
11429AV0323;11;Villemoustaussou;429;AV;0323;2;0.0;0.0;100.0;AUTRE;0;19.5
11429AV0399;11;Villemoustaussou;429;AV;0399;2;0.0;0.0;100.0;AUTRE;0;9.9
11429AV0398;11;Villemoustaussou;429;AV;0398;2;0.0;0.0;100.0;AUTRE;0;8.4
11429AV0255;11;Villemoustaussou;429;AV;0255;2;0.0;0.0;100.0;AUTRE;0;65.1
11429AV0253;11;Villemoustaussou;429;AV;0253;2;0.0;0.0;100.0;AUTRE;0;40.5
11429AV0254;11;Villemoustaussou;429;AV;0254;2;0.0;0.0;100.0;AUTRE;0;31.5
11429AV0312;11;Villemoustaussou;429;AV;0312;2;0.0;0.0;100.0;AUTRE;0;131.7
11429AV0311;11;Villemoustaussou;429;AV;0311;2;0.0;0.0;100.0;AUTRE;0;87.5
11429AV0310;11;Villemoustaussou;429;AV;0310;2;0.0;0.0;100.0;AUTRE;0;29.3
11429AV0309;11;Villemoustaussou;429;AV;0309;2;0.0;0.0;100.0;AUTRE;0;36.1
11429AV0304;11;Villemoustaussou;429;AV;0304;2;0.0;0.0;100.0;AUTRE;0;286.2
11429AV0308;11;Villemoustaussou;429;AV;0308;2;0.0;0.0;100.0;AUTRE;0;328.4
11429AV0307;11;Villemoustaussou;429;AV;0307;2;0.0;0.0;100.0;AUTRE;0;66.7
11429AV0306;11;Villemoustaussou;429;AV;0306;2;0.0;0.0;100.0;AUTRE;0;56.6
11429AV0305;11;Villemoustaussou;429;AV;0305;2;0.0;0.0;100.0;AUTRE;0;9.4
11429AV0292;11;Villemoustaussou;429;AV;0292;2;0.0;0.0;100.0;AUTRE;0;103.7
11429AV0290;11;Villemoustaussou;429;AV;0290;2;0.0;0.0;100.0;AUTRE;0;11.8
11429AV0291;11;Villemoustaussou;429;AV;0291;2;0.0;0.0;100.0;AUTRE;0;31.5
11429AV0303;11;Villemoustaussou;429;AV;0303;2;0.0;0.0;100.0;AUTRE;0;9.0
11429AV0302;11;Villemoustaussou;429;AV;0302;2;0.0;0.0;100.0;AUTRE;0;87.5
11429AV0301;11;Villemoustaussou;429;AV;0301;2;0.0;0.0;100.0;AUTRE;0;76.0
11429AV0300;11;Villemoustaussou;429;AV;0300;2;0.0;0.0;100.0;AUTRE;0;384.4
11429AV0297;11;Villemoustaussou;429;AV;0297;2;0.0;0.0;100.0;AUTRE;0;33.4
11429AV0298;11;Villemoustaussou;429;AV;0298;2;0.0;0.0;100.0;AUTRE;0;178.4
11429AV0299;11;Villemoustaussou;429;AV;0299;2;0.0;0.0;100.0;AUTRE;0;118.5
11429AV0028;11;Villemoustaussou;429;AV;0028;2;0.0;0.0;100.0;AUTRE;0;247.9
11429AV0029;11;Villemoustaussou;429;AV;0029;2;0.0;0.0;100.0;AUTRE;0;111.9
11429AV0037;11;Villemoustaussou;429;AV;0037;2;0.0;0.0;100.0;AUTRE;0;39.1
11429AV0030;11;Villemoustaussou;429;AV;0030;2;0.0;0.0;100.0;AUTRE;0;62.0
11429AV0036;11;Villemoustaussou;429;AV;0036;2;0.0;0.0;100.0;AUTRE;0;88.8
11429AV0034;11;Villemoustaussou;429;AV;0034;2;0.0;0.0;100.0;AUTRE;0;38.9
11429AV0032;11;Villemoustaussou;429;AV;0032;2;0.0;0.0;100.0;AUTRE;0;27.2
11429AV0031;11;Villemoustaussou;429;AV;0031;2;0.0;0.0;100.0;AUTRE;0;28.8
11429AV0033;11;Villemoustaussou;429;AV;0033;2;0.0;0.0;100.0;AUTRE;0;39.9
11429AV0035;11;Villemoustaussou;429;AV;0035;2;0.0;0.0;100.0;AUTRE;0;35.6
11429AV0027;11;Villemoustaussou;429;AV;0027;2;0.0;0.0;100.0;AUTRE;0;88.9
11429AV0017;11;Villemoustaussou;429;AV;0017;2;0.0;0.0;100.0;AUTRE;0;82.2
11429AV0016;11;Villemoustaussou;429;AV;0016;2;0.0;0.0;100.0;AUTRE;0;43.7
11429AV0340;11;Villemoustaussou;429;AV;0340;2;0.0;0.0;100.0;AUTRE;0;187.8
11429AV0015;11;Villemoustaussou;429;AV;0015;2;0.0;0.0;100.0;AUTRE;0;35.2
11429AV0014;11;Villemoustaussou;429;AV;0014;2;0.0;0.0;100.0;AUTRE;0;30.2
11429AV0022;11;Villemoustaussou;429;AV;0022;2;0.0;0.0;100.0;AUTRE;0;31.1
11429AV0018;11;Villemoustaussou;429;AV;0018;2;0.0;0.0;100.0;AUTRE;0;35.1
11429AV0417;11;Villemoustaussou;429;AV;0417;2;0.0;0.0;100.0;AUTRE;0;92.9
11429AV0416;11;Villemoustaussou;429;AV;0416;2;0.0;0.0;100.0;AUTRE;0;42.8
11429AV0012;11;Villemoustaussou;429;AV;0012;2;0.0;0.0;100.0;AUTRE;0;48.3
11429AV0019;11;Villemoustaussou;429;AV;0019;2;0.0;0.0;100.0;AUTRE;0;43.3
11429AV0013;11;Villemoustaussou;429;AV;0013;2;0.0;0.0;100.0;AUTRE;0;96.2
11429AV0021;11;Villemoustaussou;429;AV;0021;2;0.0;0.0;100.0;AUTRE;0;83.0
11429AV0026;11;Villemoustaussou;429;AV;0026;2;0.0;0.0;100.0;AUTRE;0;36.4
11429AV0011;11;Villemoustaussou;429;AV;0011;2;0.0;0.0;100.0;AUTRE;0;42.5
11429AV0020;11;Villemoustaussou;429;AV;0020;2;0.0;0.0;100.0;AUTRE;0;43.1
11429AV0341;11;Villemoustaussou;429;AV;0341;2;0.0;0.0;100.0;AUTRE;0;117.6
11429AV0025;11;Villemoustaussou;429;AV;0025;2;0.0;0.0;100.0;AUTRE;0;44.6
11429AV0024;11;Villemoustaussou;429;AV;0024;2;0.0;0.0;100.0;AUTRE;0;12.6
11429BB0404;11;Villemoustaussou;429;BB;0404;2;0.0;0.0;100.0;AUTRE;0;1071.6
11429BB0402;11;Villemoustaussou;429;BB;0402;2;0.0;0.0;100.0;AUTRE;0;3.4
11429BB0422;11;Villemoustaussou;429;BB;0422;2;0.0;0.0;100.0;AUTRE;0;1029.6
11429BB0397;11;Villemoustaussou;429;BB;0397;2;0.0;0.0;100.0;AUTRE;0;4.3
11429BB0395;11;Villemoustaussou;429;BB;0395;2;0.0;0.0;100.0;AUTRE;0;7.6
11429BB0424;11;Villemoustaussou;429;BB;0424;2;0.0;0.0;100.0;AUTRE;0;10.8
11429BB0393;11;Villemoustaussou;429;BB;0393;2;0.0;0.0;100.0;AUTRE;0;55.3
11429BB0420;11;Villemoustaussou;429;BB;0420;2;0.0;0.0;100.0;AUTRE;0;3.2
11429BB0426;11;Villemoustaussou;429;BB;0426;2;0.0;0.0;100.0;AUTRE;0;151.4
11429BB0394;11;Villemoustaussou;429;BB;0394;2;0.0;0.0;100.0;AUTRE;0;1095.2
11429BB0374;11;Villemoustaussou;429;BB;0374;2;0.0;0.0;100.0;AUTRE;0;58.5
11429BB0423;11;Villemoustaussou;429;BB;0423;2;0.0;0.0;100.0;AUTRE;0;3.6
11429BB0425;11;Villemoustaussou;429;BB;0425;2;0.0;0.0;100.0;AUTRE;0;11.3
11429BB0392;11;Villemoustaussou;429;BB;0392;2;0.0;0.0;100.0;AUTRE;0;2238.2
11429BB0427;11;Villemoustaussou;429;BB;0427;2;0.0;0.0;100.0;AUTRE;0;9.2
11429BB0428;11;Villemoustaussou;429;BB;0428;2;0.0;0.0;100.0;AUTRE;0;11.2
11429BB0421;11;Villemoustaussou;429;BB;0421;2;0.0;0.0;100.0;AUTRE;0;2.3
11429BB0373;11;Villemoustaussou;429;BB;0373;2;0.0;0.0;100.0;AUTRE;0;7.7
11429BB0358;11;Villemoustaussou;429;BB;0358;2;0.0;0.0;100.0;AUTRE;0;1103.7
