PL;ARTIFICIALISE_OSO;AGRICULTURE_OSO;NATURE_OSO;BOIS_OSO;EAU_OSO;AUTRE_OSO;ARTIFICIALISE_RPG;AGRICULTURE_RPG;NATURE_RPG;BOIS_RPG;EAU_RPG;AUTRE_RPG;ARTIFICIALISE_TOPO;AGRICULTURE_TOPO;NATURE_TOPO;BOIS_TOPO;EAU_TOPO;AUTRE_TOPO;ARTIFICIALISE_COSIA;AGRICULTURE_COSIA;NATURE_COSIA;BOIS_COSIA;EAU_COSIA;AUTRE_COSIA;ARTIFICIALISE_FORET;AGRICULTURE_FORET;NATURE_FORET;BOIS_FORET;EAU_FORET;AUTRE_FORET;DIV_ARTIFICIALISE;DIV_AGRICULTURE;DIV_NATURE;DIV_BOIS;DIV_EAU;INDICE_DIVERGENCE;TAUX_ACCORD_PRECIS;CONSENSUS;SURFACE;GRAVELIUS
11430AO0027;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;15.53;0.0;0.0;0.0;0.0;84.47;38.87;0.0;46.57;10.63;3.93;0.0;0.0;0.0;0.0;0.0;0.0;100.0;41.78572064713017;0.0;20.826737142433043;4.753880520164554;1.7575494303148347;13.824777548008521;86.17522245199147;ARTIFICIALISE;1406.2893499339273;1.1498479042472427
11430AO0028;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;12.76;0.0;0.0;0.0;0.0;87.24;20.49;0.0;60.63;18.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;41.927154685239486;0.0;27.114560295162452;8.443392683039205;0.0;15.497021532688228;84.50297846731178;ARTIFICIALISE;1517.755799923139;1.1387756123996629
11430AO0029;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;0.04;76.68;11.08;12.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;44.71689076847808;34.29233850293678;4.955126638139535;5.4560058650994865;0.0;17.884072354930773;82.11592764506923;ARTIFICIALISE;1416.5465499549846;1.1475788825284614
11430AO0030;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;10.57;0.0;0.0;0.0;0.0;89.43;20.15;0.0;49.06;30.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;42.13135328944467;0.0;21.940298995227938;13.769706605443703;0.0;15.568271778023263;84.43172822197674;ARTIFICIALISE;1193.3536499904637;1.170778659279835
11430AO0031;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;65.97;0.0;34.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;47.01816861597227;0.0;15.218678654863568;0.0;0.0;12.447369454167168;87.55263054583283;ARTIFICIALISE;16.812400012711787;1.4790892755601524
11430AO0032;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;12.86;0.0;0.0;0.0;0.0;87.14;34.59;0.0;49.25;16.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;41.87346176279196;0.0;22.025269578372928;7.222499567324319;0.0;14.224246181697842;85.77575381830216;ARTIFICIALISE;1153.2951499427977;1.1696064089781333
11430AO0033;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;67.43;0.0;1.28;31.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;47.27643154892298;0.0;0.5724334022399462;13.993313403193685;0.0;12.368435670871321;87.63156432912868;ARTIFICIALISE;54.423350031216046;2.3603541206128997
11430AO0034;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;99.36;0.0;0.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;54.597453420466415;0.0;0.2862167011199731;0.0;0.0;10.976734024317278;89.02326597568272;ARTIFICIALISE;72.31165001695545;2.177648696196935
11430AO0035;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;14.24;0.0;0.0;0.0;0.0;85.76;43.66;0.0;50.48;5.86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;42.197426461811624;0.0;22.575342300837878;2.6206716696297536;0.0;13.478688086455852;86.52131191354415;ARTIFICIALISE;1242.7062000556773;1.1308729152123398
11430AO0036;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;9.77;0.0;0.0;0.0;0.0;90.23;29.74;0.02;45.65;24.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;42.093088743878134;0.00894427190999916;20.41530063457308;10.992510177388965;0.0;14.701968765550035;85.29803123444997;ARTIFICIALISE;2481.112000006449;1.3088036247126065
11430AO0037;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;54.772255750516614;0.0;0.0;0.0;0.0;10.954451150103322;89.04554884989668;ARTIFICIALISE;36.11329997912998;1.7432508232778643
11430AO0038;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;63.44;0.0;36.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;46.58891198557871;0.0;16.35012905147846;0.0;0.0;12.587808207411435;87.41219179258857;ARTIFICIALISE;45.461449991403676;2.1414448544573452
11430AO0039;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;12.07;0.0;0.0;0.0;0.0;87.93;24.45;0.0;61.09;13.82;0.63;0.0;0.0;0.0;0.0;0.0;0.0;100.0;41.88061998108433;0.0;27.320278549092432;6.18049188980942;0.28174456516497354;15.13262699703023;84.86737300296977;ARTIFICIALISE;1271.632599930067;1.09283575064596
11430AO0040;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;16.48;0.0;0.0;0.0;0.0;83.52;27.89;0.0;45.04;23.46;3.61;0.0;0.0;0.0;0.0;0.0;0.0;100.0;41.47560463694291;0.0;20.142500341318105;10.491630950429014;1.614441079754848;14.744835401688977;85.25516459831103;ARTIFICIALISE;1010.1962000607477;1.1574790487077447
11430AO0041;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;96.54;0.0;0.65;2.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;53.83859507825218;0.0;0.2906888370749727;1.256670203354882;0.0;11.077190823736407;88.9228091762636;ARTIFICIALISE;78.75089994463688;2.1043737996751943
11430AO0042;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;77.05;0.0;22.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;49.16137203130116;0.0;10.263552016724034;0.0;0.0;11.88498480960504;88.11501519039496;ARTIFICIALISE;38.10180000020708;1.6082579260277057
11430AO0043;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;10.66;0.0;0.0;0.0;0.0;89.34;20.02;0.0;54.93;25.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;42.127732908382335;0.0;24.56544280081269;11.207172703228945;0.0;15.580069682484796;84.41993031751521;ARTIFICIALISE;1177.805649969001;1.2233521070990714
11430AO0045;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;14.0;0.0;0.0;0.0;0.0;86.0;28.61;0.0;28.39;43.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;41.67436166277775;0.0;12.696393976243806;19.23018460649819;0.0;14.72018804910395;85.27981195089605;ARTIFICIALISE;1897.550300026855;1.2281630798938858
11430AO0046;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05;0.0;0.0;0.0;99.95;13.09;0.0;0.0;0.0;0.0;86.91;25.33;0.0;31.57;42.7;0.4;0.0;0.0;0.0;0.0;0.0;0.0;100.0;41.77600304002287;0.022360679774997897;14.118533209933672;19.096020527848207;0.17888543819998318;15.038360579155945;84.96163942084405;ARTIFICIALISE;1763.5122500008358;1.2725618016418887
11430AO0048;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;99.6;10.37;0.0;0.0;0.0;0.0;89.63;33.87;30.2;15.69;20.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;42.11198843559872;13.462243498020676;7.01678131339434;9.051603172919148;0.0;14.328523283986575;85.67147671601343;ARTIFICIALISE;2355.344700004097;1.291662189542984
11430AO0050;45.55;54.45;0.0;0.0;0.0;0.0;0.0;97.77;0.0;0.0;0.0;2.23;0.0;0.0;0.0;0.0;0.0;100.0;0.05;97.92;0.76;1.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;20.365000613798173;48.98494125749259;0.339882332579968;0.5679612662849466;0.0;14.051557094031136;85.94844290596886;AGRICULTURE;12156.106050028638;1.1971409849876173
11430AO0051;94.88;5.12;0.0;0.0;0.0;0.0;0.0;1.45;0.0;0.0;0.0;98.55;24.04;0.0;0.0;0.0;0.0;75.96;82.23;1.76;0.53;15.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;45.413776544128105;2.0938433561276737;0.23702320561497775;6.927338594294348;0.0;10.93439634003302;89.06560365996698;ARTIFICIALISE;1684.9276499822545;1.237532127763276
11430AO0052;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;15.69;0.0;0.0;0.0;0.0;84.31;49.21;2.43;26.24;20.28;1.84;0.0;0.0;0.0;0.0;0.0;0.0;100.0;42.51293391428072;1.0867290370648979;11.734884745918896;9.069491716739147;0.8228730157199226;13.045382485944717;86.95461751405529;ARTIFICIALISE;1223.1798999691166;1.1411012525903603
11430AO0053;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;14.43;0.0;0.0;0.0;0.0;85.57;37.06;0.0;51.61;7.21;4.12;0.0;0.0;0.0;0.0;0.0;0.0;100.0;41.80856515117447;0.0;23.08069366375283;3.2244100235546966;1.842520013459827;13.991237770388366;86.00876222961163;ARTIFICIALISE;1330.8046499883708;1.2028168096326195
11430AO0054;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;11.98;0.0;0.0;0.0;0.0;88.02;27.95;0.0;40.62;31.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;41.85881603676817;0.0;18.16581624920829;14.05145117060868;0.0;14.815216691317028;85.18478330868297;ARTIFICIALISE;1334.8261000180291;1.1416574934733577
11430AO0055;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;15.76;0.0;0.0;0.0;0.0;84.24;33.87;0.0;36.49;26.64;3.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;41.586437452611875;0.0;16.318824099793463;11.91377018411888;1.3416407864998738;14.232134504604819;85.76786549539518;ARTIFICIALISE;1175.787749965971;1.1905111122315977
11430AO0056;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;17.85;0.0;0.0;0.0;0.0;82.15;37.53;0.0;23.0;39.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;41.528708503877176;0.0;10.285912696499032;17.65152061438334;0.0;13.89322836295191;86.10677163704808;ARTIFICIALISE;1398.417849924847;1.1521976389469561
