PL;ARTIFICIALISE_OSO;AGRICULTURE_OSO;NATURE_OSO;BOIS_OSO;EAU_OSO;AUTRE_OSO;ARTIFICIALISE_RPG;AGRICULTURE_RPG;NATURE_RPG;BOIS_RPG;EAU_RPG;AUTRE_RPG;ARTIFICIALISE_TOPO;AGRICULTURE_TOPO;NATURE_TOPO;BOIS_TOPO;EAU_TOPO;AUTRE_TOPO;ARTIFICIALISE_COSIA;AGRICULTURE_COSIA;NATURE_COSIA;BOIS_COSIA;EAU_COSIA;AUTRE_COSIA;ARTIFICIALISE_FORET;AGRICULTURE_FORET;NATURE_FORET;BOIS_FORET;EAU_FORET;AUTRE_FORET;DIV_ARTIFICIALISE;DIV_AGRICULTURE;DIV_NATURE;DIV_BOIS;DIV_EAU;INDICE_DIVERGENCE;TAUX_ACCORD_PRECIS;CONSENSUS;SURFACE;GRAVELIUS
112850A1329;0.0;100.0;0.0;0.0;0.0;0.0;0.0;89.23;0.0;0.0;0.0;10.77;0.0;0.0;0.0;0.0;0.0;100.0;14.35;85.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;6.417515095424396;50.46313634723867;0.0;0.0;0.0;11.376130288532613;88.62386971146739;AGRICULTURE;1992.1401000188955;1.4372525855227987
112850A1331;0.0;100.0;0.0;0.0;0.0;0.0;0.0;91.99;0.01;0.0;0.0;8.01;0.0;0.0;0.0;0.0;0.0;100.0;2.67;94.9;2.37;0.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;1.1940602999848877;52.45711505601504;1.058787041854971;0.022360679774997897;0.0;10.94646461552598;89.05353538447402;AGRICULTURE;8577.908199946887;1.1646564234229502
112850A1333;0.0;37.48;62.52;0.0;0.0;0.0;0.0;2.61;96.93;0.0;0.0;0.45;0.0;0.0;0.0;0.0;0.0;100.0;2.69;48.3;49.0;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;1.203004571894887;23.355374542062044;41.877484403913286;0.00447213595499958;0.0;13.288067130765043;86.71193286923496;NATURE;19442.793599958994;1.115412467558487
112850A1337;0.11;32.64;67.26;0.0;0.0;0.0;0.0;92.52;0.19;0.0;0.0;7.29;0.0;0.0;0.0;0.0;0.0;100.0;8.5;0.0;83.29;8.21;0.0;0.0;0.0;0.0;0.0;1.21;0.0;98.79;3.7893165610700827;40.28745114796914;41.5832246224364;3.5749447548178983;0.0;17.846987417258703;82.1530125827413;NATURE;5518.370199995053;1.2792129023280907
112850A1339;0.0;0.0;100.0;0.0;0.0;0.0;0.0;6.88;93.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;60.97;39.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;3.07682953703971;48.67322076871429;17.45474663236336;0.0;13.840959387623471;86.15904061237653;NATURE;1450.9179499680677;1.0881972817300345
112850A1341;0.0;2.87;97.13;0.0;0.0;0.0;0.0;13.96;86.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;7.47;0.0;92.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;3.3406855583846857;6.051213101519398;50.489655871277236;0.0;0.0;11.976310906236264;88.02368909376374;NATURE;566.2367500006644;1.2023055639553384
112850A1343;0.0;6.61;93.39;0.0;0.0;0.0;0.0;3.41;93.79;0.0;0.0;2.79;0.0;0.0;0.0;0.0;0.0;100.0;5.14;0.0;92.39;2.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.298677880869784;2.9681694695552676;51.044811979279544;1.1090897168398957;0.0;11.4841498093089;88.5158501906911;NATURE;5332.065249805009;1.1910863933181808
112850A1347;2.98;95.5;1.52;0.0;0.0;0.0;0.0;95.63;0.0;0.0;0.0;4.37;0.0;0.0;0.0;0.0;0.0;100.0;6.41;86.79;6.48;0.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.843153179130523;50.86734148744163;2.806278674686461;0.14310835055998655;0.0;11.33197633836372;88.66802366163628;AGRICULTURE;10326.918449949317;1.2505639715973031
112850A1438;0.0;100.0;0.0;0.0;0.0;0.0;0.0;98.27;0.0;0.0;0.0;1.73;0.0;0.0;0.0;0.0;0.0;100.0;4.72;78.24;17.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.1108481707598012;51.202867302525156;7.620519667319283;0.0;0.0;12.186847028120848;87.81315297187915;AGRICULTURE;9135.072300272433;1.451858564176052
112850A1439;0.0;99.68;0.32;0.0;0.0;0.0;0.0;95.36;0.0;0.0;0.0;4.64;0.0;0.0;0.0;0.0;0.0;100.0;5.49;89.17;5.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.455202639294769;52.02368710501016;2.3519566322532395;0.0;0.0;11.366169275311634;88.63383072468837;AGRICULTURE;22315.203899943415;1.2394980225414824
112850A1478;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;95.78;4.22;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;54.02926688379179;1.8872413730098225;0.0;11.183301651360322;88.81669834863968;NATURE;680.2452500421707;1.906962636772025
112850A1479;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;59.41;0.0;0.0;40.59;0.0;0.0;50.1767836753214;0.0;0.0;10.03535673506428;89.96464326493572;NATURE;322.20950000056655;1.5481288800509045
112850A1480;4.5;9.51;85.99;0.0;0.0;0.0;0.0;0.32;0.0;0.0;0.0;99.68;0.0;0.0;0.0;0.0;0.02;99.98;16.65;0.14;82.95;0.26;0.0;0.0;0.0;0.0;38.65;0.0;0.0;61.35;7.211241224643646;4.203627005337177;42.279083126293074;0.11627553482998908;0.00894427190999916;10.763834232602777;89.23616576739722;NATURE;24557.63649985113;1.9243811894767862
112850A1481;0.0;0.89;99.11;0.0;0.0;0.0;0.0;0.0;86.86;0.0;0.0;13.14;0.0;0.0;0.0;0.0;0.0;100.0;0.0;99.8;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;44.534079310119346;51.07748505946627;0.0;0.0;19.12231287391712;80.87768712608288;NATURE;857.8582999904363;2.3971796164722257
112850A1482;0.0;93.5;6.5;0.0;0.0;0.0;0.0;55.55;0.01;0.0;0.0;44.43;0.0;0.0;0.0;0.0;0.0;100.0;0.0;81.72;16.55;1.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;44.31493066676286;7.242235152216477;0.7736795202149271;0.0;10.466169067838853;89.53383093216115;AGRICULTURE;801.6868000024755;1.8962103159339405
112850A1483;20.9;79.1;0.0;0.0;0.0;0.0;0.0;93.54;0.0;0.0;0.0;6.46;0.0;0.0;0.0;0.0;0.0;100.0;17.83;76.94;5.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;10.662039204579957;46.01160158047098;2.33892710446478;0.0;0.0;11.802513577903143;88.19748642209686;AGRICULTURE;523.6183000110489;1.5262512828351338
112850A1484;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;62.99;37.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;28.169984380542353;50.33634889421361;0.0;0.0;0.0;15.701266654951192;84.2987333450488;AGRICULTURE;131.4784999476214;3.39777647137938
112850A1485;4.58;57.22;38.2;0.0;0.0;0.0;0.0;15.89;0.0;0.0;0.0;84.11;0.0;0.0;0.0;0.0;0.0;100.0;15.44;0.96;83.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;6.693465470143249;24.648879893415035;37.01740131343636;0.0;0.0;13.67194933539893;86.32805066460107;AGRICULTURE;2196.897550146928;2.6187176566038115
112850A1486;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;19.09;80.91;8.77;0.0;91.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;3.922063232534631;0.0;52.4622014406563;0.0;8.537307538094199;12.984314442257027;87.01568555774297;NATURE;100.1177000087525;4.389946745204018
112850A1487;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;0.61;0.0;45.54;53.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;44.65394069956201;0.0;20.366107139068085;24.082452117672737;0.0;17.82049999126057;82.17950000873944;ARTIFICIALISE;46.935999965962026;2.60202188264861
112850A1488;9.63;65.68;24.69;0.0;0.0;0.0;0.0;96.34;0.0;0.0;0.0;3.66;0.0;0.0;0.0;0.0;0.0;100.0;16.41;0.0;82.08;1.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;7.523441366821436;45.6759288903904;35.59057431399499;0.6752925292049364;0.0;17.893047420082354;82.10695257991765;AGRICULTURE;261.7111999680422;2.6162494784773713
112850A1489;0.0;90.86;9.14;0.0;0.0;0.0;0.0;93.2;0.0;0.0;0.0;6.8;0.0;0.0;0.0;0.0;0.0;100.0;13.09;10.25;76.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;5.854025965094449;48.7225996843354;33.496146046970836;0.0;0.0;17.614554339280136;82.38544566071987;AGRICULTURE;886.9909000984566;2.177352229444652
112850A1514;47.15;1.59;50.93;0.33;0.0;0.0;0.0;0.37;2.64;0.0;0.0;96.99;1.06;0.0;0.0;0.0;0.15;98.78;43.94;0.27;50.15;5.65;0.0;0.0;0.0;0.0;3.3;3.37;0.0;93.32;24.782277942110163;0.6601742194299927;26.627480729501993;2.544788792807765;0.0670820393249937;10.936360744634982;89.06363925536502;NATURE;124536.21805001309;3.543928256756293
112850A1529;0.58;99.42;0.0;0.0;0.0;0.0;0.0;99.97;0.0;0.0;0.0;0.03;0.0;0.0;0.0;0.0;0.0;100.0;12.46;66.57;20.88;0.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;5.5131588041702555;50.40574838250098;9.337819874039122;0.04024922359499621;0.0;13.059395256861071;86.94060474313893;AGRICULTURE;5088.230349945854;1.4994341871223507
112850A1530;0.16;99.84;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;1.5;98.49;0.0;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.6565972890592833;54.47051477634483;0.0;0.00894427190999916;0.0;11.027211267462821;88.97278873253718;AGRICULTURE;6792.816850206481;1.507857529413527
112850A1588;0.0;3.1;96.9;0.0;0.0;0.0;0.0;0.0;98.66;0.0;0.0;1.34;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;99.95;0.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;1.3863621460498698;53.96335812382325;0.022360679774997897;0.0;11.074416189929623;88.92558381007038;NATURE;16745.136399963263;1.404088367556257
112850B0001;22.39;0.0;77.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;5.61;0.0;91.76;2.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;9.695156006996484;0.0;46.652894658316754;1.1761717561648894;0.0;11.504844484295626;88.49515551570437;NATURE;1296.2167999644223;1.2036712432193313
112850B0002;0.0;23.08;76.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;98.63;1.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;10.321689784139028;48.685220549978;0.6126826258349424;0.0;11.923918591990393;88.0760814080096;NATURE;113.64740000851441;1.3842866487174312
112850B0003;0.0;7.45;92.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;99.15;0.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;3.331741286474687;52.551039475922835;0.38013155617496425;0.0;11.252582463714498;88.7474175362855;NATURE;1519.5028499791504;1.1883115343682267
112850B0004;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;75.2;24.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;48.775075602196665;11.090897168398957;0.0;11.973194554119123;88.02680544588088;NATURE;1207.1440499828554;1.1601588651633477
112850B0005;3.06;0.0;96.94;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;0.41;0.0;80.31;19.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;1.334496159604815;0.0;48.89669518484864;8.622278121239189;0.0;11.77069389313853;88.22930610686147;NATURE;569.5213000131713;1.2834579043525758
112850B0006;0.0;9.1;90.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;61.74;38.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;4.069643719049616;43.05474329269657;17.11039216382839;0.0;12.846955835114915;87.15304416488509;NATURE;1506.3789000136908;1.2668025426738883
112850B0007;68.3;3.09;28.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;8.4;0.0;0.0;0.0;0.0;91.6;14.2;0.0;76.33;9.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;28.65540088709282;1.38189001009487;33.325366764673426;4.235112749384602;0.0;13.519554082249144;86.48044591775086;ARTIFICIALISE;186.3979999591322;1.9194970997593583
112850B0008;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;28.84;0.0;0.0;0.0;0.0;71.16;65.32;0.0;22.5;12.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;43.47075706725154;0.0;10.062305898749054;5.4470615931894875;0.0;11.796024911838016;88.20397508816198;ARTIFICIALISE;1000.0658000332083;1.2182010249398978
112850B0010;0.0;100.0;0.0;0.0;0.0;0.0;0.0;98.88;0.0;0.0;0.0;1.12;0.0;0.0;0.0;0.0;0.0;100.0;1.69;96.97;0.81;0.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.7557909763949288;54.02543567617016;0.3622430123549659;0.23702320561497775;0.0;11.076098574107005;88.92390142589299;AGRICULTURE;1758.950700019714;2.1023613566789425
112850B0011;0.0;100.0;0.0;0.0;0.0;0.0;0.0;98.46;0.0;0.0;0.0;1.54;0.0;0.0;0.0;0.0;0.0;100.0;2.77;96.03;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;1.2387816595348837;53.784896764798205;0.5366563145999496;0.0;0.0;11.112066947786609;88.88793305221338;AGRICULTURE;1796.0507500162028;2.0589259730293454
112850B0012;11.13;88.87;0.0;0.0;0.0;0.0;0.0;97.65;0.0;0.0;0.0;2.35;0.0;0.0;0.0;0.0;0.0;100.0;2.1;94.3;0.02;3.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;4.829086870206417;51.36612434280009;0.00894427190999916;1.6010246718898493;0.0;11.561036031361272;88.43896396863873;AGRICULTURE;9081.168150300195;1.2436894853238525
112850B0013;0.0;100.0;0.0;0.0;0.0;0.0;0.0;97.58;0.04;0.0;0.0;2.38;0.0;0.0;0.0;0.0;0.0;100.0;3.11;94.01;2.33;0.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;1.3908342820048691;53.27943055251248;1.0376801048492739;0.25043961347997645;0.0;11.191676910569319;88.80832308943069;AGRICULTURE;4037.478099986491;1.1314493173206779
112850B0014;0.0;35.36;64.64;0.0;0.0;0.0;0.0;0.0;93.82;0.0;0.0;6.18;0.0;0.0;0.0;0.0;0.0;100.0;0.14;0.0;98.71;1.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.06260990336999411;15.813472736878515;48.72603082542226;0.5098234988699519;0.0;13.022387392908144;86.97761260709186;NATURE;7292.267300009111;1.1279197337816542
112850B0015;0.0;74.23;25.77;0.0;0.0;0.0;0.0;93.41;0.0;0.0;0.0;6.59;0.0;0.0;0.0;0.0;0.0;100.0;0.54;63.38;31.95;4.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.24149534156997732;43.52728259379398;15.957566543806108;1.842520013459827;0.0;12.31377289852598;87.68622710147402;AGRICULTURE;21524.813799945205;1.3513963833431955
112850B0016;0.0;99.43;0.57;0.0;0.0;0.0;0.0;94.06;0.0;0.0;0.0;5.94;0.0;0.0;0.0;0.0;0.0;100.0;0.0;88.72;10.57;0.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;51.663212443672144;4.669846892565109;0.31752165280497013;0.0;11.330116197808445;88.66988380219155;AGRICULTURE;7909.58965003208;1.2508581025854404
112850B0017;0.0;100.0;0.0;0.0;0.0;0.0;0.0;96.68;0.0;0.0;0.0;3.32;0.0;0.0;0.0;0.0;0.0;100.0;0.0;95.26;3.58;1.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;53.328456943736896;1.6010246718898493;0.5187677707799512;0.0;11.089649877281339;88.91035012271865;AGRICULTURE;7315.084400090683;1.1665356622036287
112850B0018;1.8;44.97;53.22;0.0;0.0;0.0;0.0;0.63;0.0;0.0;0.0;99.37;0.82;0.0;0.0;0.0;0.0;99.18;2.28;3.32;91.71;2.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;1.0378824596263296;19.71729519990001;41.95876404280755;1.2074767078498865;0.0;12.784283682036754;87.21571631796324;NATURE;2777.739699828889;1.129849670708029
112850B0019;5.04;13.46;81.5;0.0;0.0;0.0;0.0;0.13;0.0;0.0;0.0;99.87;0.0;0.0;0.0;0.0;0.0;100.0;0.44;4.89;93.39;1.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.2129798914585734;5.848044972467295;48.079724624835364;0.5724334022399462;0.0;11.342636578200235;88.65736342179977;NATURE;5124.693100253677;1.3865152655954271
112850B0020;0.0;60.13;39.87;0.0;0.0;0.0;0.0;95.34;0.0;0.0;0.0;4.66;0.0;0.0;0.0;0.0;0.0;100.0;0.65;74.17;25.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.2906888370749727;43.75961460067947;18.55632506721091;0.0;0.0;12.52132570099307;87.47867429900693;AGRICULTURE;6179.672799807056;1.128308358701795
112850B0021;1.09;98.27;0.64;0.0;0.0;0.0;0.0;96.1;0.0;0.0;0.0;3.9;0.0;0.0;0.0;0.0;0.0;100.0;0.13;98.56;0.38;0.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.47626673198954395;53.489904468039576;0.2940748204114048;0.4159086438149609;0.0;10.935230932851097;89.0647690671489;AGRICULTURE;6338.791399954756;1.146714364485038
112850B0022;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06;0.0;0.0;0.0;99.94;41.06;0.0;0.0;0.0;0.0;58.94;48.75;3.42;40.32;7.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;41.40325735977786;1.5229839132439975;18.031652170558306;3.3585741022046838;0.0;12.86329350915697;87.13670649084303;ARTIFICIALISE;242.0734500212877;1.3207239801910995
112850B0023;17.19;82.81;0.0;0.0;0.0;0.0;0.0;95.39;0.0;0.0;0.0;4.61;0.0;0.0;0.0;0.0;0.0;100.0;0.89;92.73;5.29;1.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;7.597876677072352;49.68648739848693;2.3657599201947774;0.4874628190949542;0.0;12.027517362969801;87.9724826370302;AGRICULTURE;16727.853300209357;1.276191275485299
112850B0025;13.91;86.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;1.54;81.2;5.15;12.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;6.085211582188412;45.84686270618744;2.3031500168247834;5.4112845055494905;0.0;11.929301762150024;88.07069823784998;AGRICULTURE;3177.2851998643414;1.120092540525861
112850B0026;0.0;99.97;0.03;0.0;0.0;0.0;0.0;72.17;0.0;0.0;0.0;27.83;0.0;0.0;0.0;0.0;0.0;100.0;9.22;69.38;12.82;8.16;0.42;0.0;0.0;0.0;0.0;0.0;0.0;100.0;4.123309350509612;45.68837959481601;5.729938917649996;3.649262939279657;0.18782971010998234;11.875744102473053;88.12425589752695;AGRICULTURE;1818.4684499617624;1.30392538619444
112850B0032;0.0;100.0;0.0;0.0;0.0;0.0;0.0;6.95;0.0;0.0;0.0;93.05;0.62;0.0;0.0;0.0;0.0;99.38;7.33;52.5;23.17;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;3.2199689439496155;43.93088890518834;10.361939007734026;7.602631123499285;0.0;13.023085596074253;86.97691440392575;AGRICULTURE;1582.2217999749391;1.172522556417432
112850B0033;26.87;73.13;0.0;0.0;0.0;0.0;0.0;1.05;0.0;0.0;0.0;98.95;0.0;0.0;0.0;0.0;0.0;100.0;0.0;18.36;67.95;13.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;12.01662931108387;31.5176882083696;30.38816381422214;6.122354122394424;0.0;16.008967091214007;83.991032908786;AGRICULTURE;4298.773199988134;1.2138201348494084
112850B0035;0.0;100.0;0.0;0.0;0.0;0.0;0.0;81.16;0.0;0.0;0.0;18.84;0.0;0.0;0.0;0.0;0.0;100.0;0.0;76.85;16.65;6.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;47.90364307649262;7.446106365074298;2.9068883707497264;0.0;11.65132756246333;88.34867243753666;AGRICULTURE;230.0620000321786;1.7925410595702167
112850B0036;0.0;85.27;14.73;0.0;0.0;0.0;0.0;12.22;0.0;0.0;0.0;87.78;0.0;0.0;0.0;0.0;0.0;100.0;0.0;81.78;15.25;2.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;43.81986741193999;8.21241925378874;1.3282243786348753;0.0;10.67210220887272;89.32789779112728;AGRICULTURE;475.87589999899;1.2144088262021648
112850B0037;0.0;27.82;72.18;0.0;0.0;0.0;0.0;0.0;78.29;0.0;0.0;21.71;0.0;0.0;0.0;0.0;0.0;100.0;0.0;68.08;31.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;29.872549271864965;37.765528197021155;0.0;0.0;13.527615493777224;86.47238450622278;NATURE;1468.0980500283667;1.1437884533011755
112850B0038;0.0;17.86;82.14;0.0;0.0;0.0;0.0;0.0;6.28;0.0;0.0;93.72;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.03;86.13;13.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;7.983891281824922;45.031251370575966;6.189436161719417;0.0;11.840915762824062;88.15908423717593;NATURE;1337.6629499766752;1.3881625498784698
112850B0039;0.0;0.0;100.0;0.0;0.0;0.0;0.0;17.3;0.0;0.0;0.0;82.7;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;7.736795202149272;54.772255750516614;0.0;0.0;12.501810190533178;87.49818980946682;NATURE;619.6389500478476;1.6257874043965654
112850B0040;0.0;37.02;62.98;0.0;0.0;0.0;0.0;94.89;0.0;0.0;0.0;5.11;0.0;0.0;0.0;0.0;0.0;100.0;0.02;29.35;69.28;1.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.00894427190999916;38.8428161955335;36.289314129644275;0.6037383539249432;0.0;15.14896259020254;84.85103740979746;NATURE;11543.748899998924;1.7796767495335168
112850B0041;0.0;22.0;78.0;0.0;0.0;0.0;0.0;9.25;0.0;0.0;0.0;90.75;0.0;0.0;0.0;0.0;0.0;100.0;0.0;14.69;85.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;9.529715105920008;44.7988975310777;0.0;0.0;10.86572252739954;89.13427747260046;NATURE;1859.4930000699644;1.141317305471786
112850B0043;0.0;100.0;0.0;0.0;0.0;0.0;0.0;87.26;0.0;0.0;0.0;12.74;0.0;0.0;0.0;0.0;0.0;100.0;0.37;94.54;3.2;1.89;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.16546903033498442;51.647534307070266;1.4310835055998654;0.8452336954949206;0.0;10.817864107700007;89.1821358923;AGRICULTURE;2000.0169999669395;1.230428607792175
112850B0048;0.0;100.0;0.0;0.0;0.0;0.0;0.0;2.9;0.0;0.0;0.0;97.1;0.0;0.0;0.0;0.0;0.0;100.0;0.3;96.34;2.59;0.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.1341640786499874;53.26933939894506;1.1582832123448912;0.3443544685349676;0.0;10.981228231694981;89.01877176830502;AGRICULTURE;3551.066399904203;1.144145193742162
112850B0049;0.0;100.0;0.0;0.0;0.0;0.0;0.0;4.67;0.0;0.0;0.0;95.33;0.0;0.0;0.0;0.0;0.0;100.0;0.0;95.16;4.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;52.65650178278082;2.1645138022197967;0.0;0.0;10.964203117000123;89.03579688299988;AGRICULTURE;1728.487700116455;1.4537291977157591
112850B0050;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;3.09;58.25;28.25;10.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;1.38189001009487;45.78332119888202;12.633784072873812;4.659965665109562;0.0;12.891792189392055;87.10820781060795;AGRICULTURE;1237.383249943421;1.225430933458296
112850B0051;0.0;100.0;0.0;0.0;0.0;0.0;0.0;95.3;0.0;0.0;0.0;4.7;0.0;0.0;0.0;0.0;0.0;100.0;0.35;2.2;94.58;2.86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.15652475842498528;53.11704058021305;42.29746186238602;1.2790308831298796;0.0;19.370011616830787;80.6299883831692;AGRICULTURE;2785.8566500370257;1.1966924904375804
112850B0052;0.0;100.0;0.0;0.0;0.0;0.0;0.0;93.54;0.0;0.0;0.0;6.46;0.0;0.0;0.0;0.0;0.0;100.0;3.97;84.3;11.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;1.7754379741348332;51.032363456927996;5.245815475214507;0.0;0.0;11.610723381255466;88.38927661874453;AGRICULTURE;6407.768099947896;1.3895726051745831
112850B0053;0.0;100.0;0.0;0.0;0.0;0.0;0.0;99.48;0.0;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;54.67772928716042;0.0;0.0;0.0;10.935545857432084;89.06445414256791;AGRICULTURE;370.29575000623663;1.270039017113714
112850B0054;0.0;100.0;0.0;0.0;0.0;0.0;0.0;97.21;0.0;0.0;0.0;2.79;0.0;0.0;0.0;0.0;0.0;100.0;1.99;97.38;0.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.8899550550449163;53.79589872843468;0.28174456516497354;0.0;0.0;10.993519669728913;89.00648033027109;AGRICULTURE;7372.239550060714;1.182124212046053
