PL;CODE_DEP;NOM_COM;CODE_COM;SECTION;NUMERO;DALLE;DOM_2018;PROB_2018;DOM_2019;PROB_2019;DOM_2020;PROB_2020;DOM_2021;PROB_2021;DOM_2022;PROB_2022;DOM_2023;PROB_2023;DOM_2024;PROB_2024;DOMINANTE;SCORE_STABILITE;PROBA_PONDEREE;LOGIQUE_ARBITRAGE
11429BB0004;11;Villemoustaussou;429;BB;0004;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0007;11;Villemoustaussou;429;BB;0007;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0176;11;Villemoustaussou;429;BB;0176;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0401;11;Villemoustaussou;429;BB;0401;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0403;11;Villemoustaussou;429;BB;0403;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0359;11;Villemoustaussou;429;BB;0359;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0365;11;Villemoustaussou;429;BB;0365;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0298;11;Villemoustaussou;429;BB;0298;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0360;11;Villemoustaussou;429;BB;0360;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0181;11;Villemoustaussou;429;BB;0181;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0366;11;Villemoustaussou;429;BB;0366;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0361;11;Villemoustaussou;429;BB;0361;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0406;11;Villemoustaussou;429;BB;0406;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0408;11;Villemoustaussou;429;BB;0408;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0369;11;Villemoustaussou;429;BB;0369;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0405;11;Villemoustaussou;429;BB;0405;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0409;11;Villemoustaussou;429;BB;0409;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0296;11;Villemoustaussou;429;BB;0296;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0177;11;Villemoustaussou;429;BB;0177;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0407;11;Villemoustaussou;429;BB;0407;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0322;11;Villemoustaussou;429;BB;0322;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0410;11;Villemoustaussou;429;BB;0410;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0323;11;Villemoustaussou;429;BB;0323;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0259;11;Villemoustaussou;429;BB;0259;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0257;11;Villemoustaussou;429;BB;0257;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0258;11;Villemoustaussou;429;BB;0258;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0446;11;Villemoustaussou;429;BB;0446;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0448;11;Villemoustaussou;429;BB;0448;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0447;11;Villemoustaussou;429;BB;0447;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0150;11;Villemoustaussou;429;BB;0150;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0452;11;Villemoustaussou;429;BB;0452;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0454;11;Villemoustaussou;429;BB;0454;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0175;11;Villemoustaussou;429;BB;0175;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0165;11;Villemoustaussou;429;BB;0165;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0166;11;Villemoustaussou;429;BB;0166;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0170;11;Villemoustaussou;429;BB;0170;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0167;11;Villemoustaussou;429;BB;0167;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0254;11;Villemoustaussou;429;BB;0254;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0253;11;Villemoustaussou;429;BB;0253;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0169;11;Villemoustaussou;429;BB;0169;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0168;11;Villemoustaussou;429;BB;0168;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0443;11;Villemoustaussou;429;BB;0443;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0155;11;Villemoustaussou;429;BB;0155;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0444;11;Villemoustaussou;429;BB;0444;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0157;11;Villemoustaussou;429;BB;0157;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0154;11;Villemoustaussou;429;BB;0154;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0445;11;Villemoustaussou;429;BB;0445;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0451;11;Villemoustaussou;429;BB;0451;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0450;11;Villemoustaussou;429;BB;0450;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0449;11;Villemoustaussou;429;BB;0449;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0453;11;Villemoustaussou;429;BB;0453;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0156;11;Villemoustaussou;429;BB;0156;2;AUTRE;0.0;AUTRE;0.0;AGRICULTURE;93.0;AUTRE;0.0;AGRICULTURE;84.0;AUTRE;0.0;AUTRE;0.0;AUTRE;71.4;0.0;MAJORITE
11429BB0432;11;Villemoustaussou;429;BB;0432;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0431;11;Villemoustaussou;429;BB;0431;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0417;11;Villemoustaussou;429;BB;0417;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0260;11;Villemoustaussou;429;BB;0260;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0418;11;Villemoustaussou;429;BB;0418;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0069;11;Villemoustaussou;429;BB;0069;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0074;11;Villemoustaussou;429;BB;0074;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0068;11;Villemoustaussou;429;BB;0068;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0066;11;Villemoustaussou;429;BB;0066;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0378;11;Villemoustaussou;429;BB;0378;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0063;11;Villemoustaussou;429;BB;0063;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0064;11;Villemoustaussou;429;BB;0064;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0265;11;Villemoustaussou;429;AV;0265;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0355;11;Villemoustaussou;429;AV;0355;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0396;11;Villemoustaussou;429;AV;0396;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0397;11;Villemoustaussou;429;AV;0397;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0354;11;Villemoustaussou;429;AV;0354;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0269;11;Villemoustaussou;429;AV;0269;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0353;11;Villemoustaussou;429;AV;0353;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0267;11;Villemoustaussou;429;AV;0267;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0272;11;Villemoustaussou;429;AV;0272;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0266;11;Villemoustaussou;429;AV;0266;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0270;11;Villemoustaussou;429;AV;0270;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0346;11;Villemoustaussou;429;AV;0346;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0347;11;Villemoustaussou;429;AV;0347;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0400;11;Villemoustaussou;429;AV;0400;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429BB0065;11;Villemoustaussou;429;BB;0065;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0262;11;Villemoustaussou;429;AV;0262;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0263;11;Villemoustaussou;429;AV;0263;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0401;11;Villemoustaussou;429;AV;0401;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0350;11;Villemoustaussou;429;AV;0350;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0351;11;Villemoustaussou;429;AV;0351;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0352;11;Villemoustaussou;429;AV;0352;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AW0060;11;Villemoustaussou;429;AW;0060;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0349;11;Villemoustaussou;429;AV;0349;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0321;11;Villemoustaussou;429;AV;0321;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0328;11;Villemoustaussou;429;AV;0328;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AW0062;11;Villemoustaussou;429;AW;0062;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0329;11;Villemoustaussou;429;AV;0329;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AW0119;11;Villemoustaussou;429;AW;0119;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0330;11;Villemoustaussou;429;AV;0330;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AW0118;11;Villemoustaussou;429;AW;0118;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0331;11;Villemoustaussou;429;AV;0331;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AW0121;11;Villemoustaussou;429;AW;0121;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0332;11;Villemoustaussou;429;AV;0332;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AW0063;11;Villemoustaussou;429;AW;0063;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0333;11;Villemoustaussou;429;AV;0333;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AW0061;11;Villemoustaussou;429;AW;0061;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AW0122;11;Villemoustaussou;429;AW;0122;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0345;11;Villemoustaussou;429;AV;0345;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0339;11;Villemoustaussou;429;AV;0339;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0334;11;Villemoustaussou;429;AV;0334;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AW0065;11;Villemoustaussou;429;AW;0065;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0337;11;Villemoustaussou;429;AV;0337;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0336;11;Villemoustaussou;429;AV;0336;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0344;11;Villemoustaussou;429;AV;0344;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0338;11;Villemoustaussou;429;AV;0338;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0343;11;Villemoustaussou;429;AV;0343;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0335;11;Villemoustaussou;429;AV;0335;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AV0342;11;Villemoustaussou;429;AV;0342;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AW0120;11;Villemoustaussou;429;AW;0120;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AW0067;11;Villemoustaussou;429;AW;0067;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AW0068;11;Villemoustaussou;429;AW;0068;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
11429AW0069;11;Villemoustaussou;429;AW;0069;2;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;0.0;AUTRE;100.0;0.0;MAJORITE
